1,Quando a Universidade de São Paulo foi criada?
0,O Centro de Práticas Esportivas da Universidade de São Paulo está vinculado a qual órgão da USP?
1,Quais são as escolas do Institut Polytechnique de Paris?
0,Há quanto tempo a Universidade de São Paulo existe?
0,Quando a USP foi fundada?
0,O CEPEUSP pertence a qual órgão da USP?
0,Quem coordena o CEPEUSP?
1,Quem informa a USP sobre as mudanças de valores em contratos de operadoras credenciadas?
0,Quem informa a Universidade de São Paulo sobre preços de contratos?
1,"O conselho de ensino, pesquisa e extensão é composto por quais câmaras?"
0,Qual é o conselho da USP responsável pela área de pesquisa ensino e extensão?
0,Quantas câmaras existem no conselho responsável pela pesquisa e extensão da USP?
0,Quais são as provas e seus respectivos pesos no concurso para Professor Titular na USP?
0,Como deve ser apresentado e qual é o limite de tempo para submeter um recurso em relação às decisões tomadas pelos órgãos colegiados e executivos da Universidade de São Paulo?
0,Quais disciplinas e aulas são requisitos obrigatórios para a formação em engenharia civil na Universidade de São Paulo?
0,Quais são os requisitos mínimos de conhecimento em inglês e francês para quem deseja se inscrever no curso de engenharia oferecido pela Ecole des Ponts ParisTech?
0,"Quais são os critérios estabelecidos para determinar a composição dos membros docentes nas Congregações da USP, incluindo a proporção de professores de diferentes níveis acadêmicos?"
0,"Qual é o processo de eleição para os cargos de Diretor e Vice-Diretor no Museu de Arqueologia e Etnologia da USP, e por quanto tempo eles permanecem em seus cargos?"
0,Qual é o limite de tempo para um estudante sem mestrado finalizar o doutorado na Universidade de São Paulo?
1,Quais metas o Museu Paulista busca alcançar em suas atividades institucionais?
0,Qual é o limite de tempo que um aluno de pós-graduação tem para fazer o exame de qualificação depois de se matricular na USP?
0,"Após a Congregação decidir sobre o resultado de um concurso na USP, qual é o intervalo de tempo disponível para apresentar um recurso de nulidade?"
0,Quais requisitos um estudante de mestrado deve atender para ser elegível à mudança para o doutorado direto na Universidade de São Paulo?
0,Por quanto tempo os estudantes podem servir como representantes discentes em um Conselho Departamental da USP e eles podem ser reeleitos?
0,Quais são as responsabilidades atribuídas à Comissão de Inclusão e Pertencimento da Escola de Engenharia de Lorena (EEL) de acordo com as diretrizes da Universidade de São Paulo?
0,Em quais línguas é possível redigir as dissertações de mestrado profissional na Universidade de São Paulo?
1,"Quais são as responsabilidades fundamentais do ICMC na Universidade de São Paulo em relação ao ensino, pesquisa e extensão nas áreas de matemática e computação?"
0,"Como é determinada a participação dos estudantes nas Comissões de Graduação e de Pós-Graduação da USP em termos percentuais, e qual o processo de eleição para os suplentes desses representantes estudantis?"
0,"Quais critérios devem ser seguidos para a submissão de uma Dissertação de Mestrado na Universidade de São Paulo, de acordo com as diretrizes da Escola de Enfermagem?"
1,"Qual é a quantidade de créditos especiais que um aluno da USP pode obter ao publicar um artigo como autor principal em periódicos de Química com classificação Qualis entre A e B2, que esteja associado ao seu projeto de dissertação ou tese?"
1,Quais são as entidades que gerenciam o Museu de Arqueologia e Etnologia da USP e qual é a estrutura do seu Conselho Deliberativo?
0,Quais são os elementos avaliados no processo de avaliação do memorial para candidatos que buscam a livre-docência na Universidade de São Paulo?
0,Quais são os requisitos de créditos em disciplinas e de produções acadêmicas relacionadas ao tema de pesquisa que alunos de Mestrado e Doutorado precisam cumprir antes do exame de qualificação e antes da entrega final de suas dissertações ou teses na USP?
0,"Quais são os requisitos para que uma disciplina seja aprovada ou mantenha sua aprovação na Universidade de São Paulo, e de que maneira as ementas devem ser formatadas?"
0,Como é determinada a formação do corpo docente na Congregação da ESALQ e quais indivíduos têm permissão para participar como convidados sem possuir direito de voto?
1,Como a Congregação da USP deve proceder para realizar suas reuniões se a quantidade necessária de membros não estiver presente na convocação inicial?
1,"Quais outras comissões fixas podem ser criadas na USP além das já existentes de Graduação, Pós-Graduação, Pesquisa e Inovação, Cultura e Extensão Universitária, e Inclusão e Pertencimento, e como se dá o processo de aprovação dos seus regulamentos específicos?"
1,Qual é o processo de nomeação do Reitor na USP em situações onde a universidade carece de independência financeira?
0,"Qual órgão da USP tem a autoridade para validar os integrantes das Comissões de Graduação, de Pesquisa e Inovação, e de Cultura e Extensão Universitária, e qual é o procedimento adotado quando há desacordo sobre essas indicações?"
0,"Quais são os critérios de elegibilidade para os cargos de Coordenador e suplente nas Comissões de Coordenação de Cursos na USP, e de que forma são escolhidos esses membros?"
0,Qual órgão da Universidade de São Paulo é encarregado de gerenciar as ações relacionadas a disciplinas que envolvem mais de um departamento?
0,"Como é determinada a seleção do Coordenador da COESF na USP, em termos de qualificações e área de formação?"
1,"Por quanto tempo os professores podem servir nas Comissões de Pesquisa e de Pesquisa e Inovação da USP, e existe um limite para quantas vezes eles podem ser reeleitos?"
1,Como um funcionário da USP pode retomar suas atividades depois de cancelar uma licença e sob quais condições ele pode usufruir do restante dessa licença?
0,Quais são os limites de tempo estabelecidos para a realização do Exame de Proficiência em Inglês na USP e quais as implicações para aqueles que não observarem esses limites?
1,Quais tarefas estão sob a supervisão da Seção de Materiais na USP de acordo com suas diretrizes internas?
0,Como é determinada a formação da Comissão de Inclusão e Pertencimento na FEUSP em termos de seus membros?
0,"Como um docente pode progredir em sua carreira na USP, quais são os diferentes graus e posições disponíveis e qual é o processo para avançar de um posto para outro?"
0,"Quais critérios devem ser seguidos para que orientadores sejam especificamente credenciados no Programa de Pós-Graduação da USP, mesmo que não cumpram os requisitos mínimos previamente estabelecidos?"
1,Qual é a quantidade de créditos especiais que um estudante da USP pode receber ao realizar o depósito de patentes ou o registro de programas de computador?
0,Quais critérios a Comissão de Coordenação de Programas (CCP) utiliza para avaliar a inclusão de disciplinas novas nos cursos de pós-graduação na USP?
1,"Quais obrigações o Diretor da FMVZ tem, de acordo com o regimento, no que diz respeito à entrega de relatórios anuais e à organização de eleições para representantes?"
0,Quais são os requisitos necessários para que um professor seja considerado um orientador pleno nos cursos de pós-graduação da Universidade de São Paulo?
0,Como um candidato pode demonstrar sua afiliação a uma comunidade indígena durante o processo de admissão na USP?
0,Qual é o propósito institucional da Faculdade de Saúde Pública na USP?
1,"Qual é o procedimento para um estudante da USP transitar do Mestrado ao Doutorado Direto, incluindo prazos e requisitos?"
1,"Quais são os requisitos para que um professor da USP possa ter sua jornada de trabalho semanal reduzida de 12 para 8 horas, e qual é a carga horária semanal regular estabelecida pelo processo de seleção?"
0,Como serão realocadas as vagas de graduação na USP que não forem ocupadas através do processo de seleção via ENEM-USP no ano de 2024?
0,Quais tipos de convênios e acordos a USP está habilitada a estabelecer e autorizar de acordo com suas diretrizes organizacionais?
1,Qual é a pontuação mínima exigida para passar na avaliação do currículo Lattes durante a etapa inicial do processo de seleção para o programa de Doutorado Direto em Saúde Global e Sustentabilidade oferecido pela USP?
0,Como os participantes de um concurso na USP podem contestar os temas e o formato da prova prática e qual é o processo utilizado pela Comissão Julgadora para avaliar e responder a essas objeções?
0,Como são determinados os alunos que podem se tornar monitores de graduação e pós-graduação na Universidade de São Paulo?
1,Como é formada a composição do Conselho Gestor do Campus Capital-Butantã na USP e qual o processo para a escolha de seus integrantes?
0,Quais obrigações os estudantes devem cumprir conforme estabelecido pelo Regimento do Instituto de Ciências Matemáticas e de Computação (ICMC) da Universidade de São Paulo?
0,"Em caso de ausência do Pró-Reitor e dos Pró-Reitores Adjuntos de Pesquisa e Inovação na USP, quem é designado para ocupar temporariamente o cargo e com base em quais critérios essa designação é feita?"
0,Quais são as exigências de publicações que um pesquisador da USP precisa cumprir em um período de cinco anos para ser considerado apto de acordo com uma norma específica?
0,Qual é o número de integrantes da Comissão de Inclusão e Pertencimento da USP e qual o processo utilizado para a escolha desses integrantes?
1,Como devem proceder os indivíduos que se identificam como negros e escolhem participar do sistema de cotas em seleções para posições acadêmicas na USP?
0,Quem faz parte do Conselho do Departamento na USP de acordo com as normas estabelecidas?
0,"Para o período do segundo semestre de 2024 e primeiro semestre de 2025, quantas vagas a USP oferecerá para estudantes que desejam realizar a transferência entre cursos de graduação?"
1,Qual é a quantidade de créditos especiais concedidos a estudantes da USP por depositarem patentes vinculadas ao projeto de sua dissertação ou tese?
1,Quais são as finalidades principais estabelecidas pelo regimento do Instituto de Geociências da USP?
1,Como é determinada a formação da Comissão de Cultura e Extensão Universitária na USP e quais são as regras para escolha de seus integrantes?
1,É permitido para um estudante estar matriculado em dois cursos de graduação ao mesmo tempo na USP?
1,Como é feita a avaliação dos estudantes de pós-graduação em Oncologia na Universidade de São Paulo em relação ao seu progresso acadêmico e contribuições científicas?
0,Quais comissões da Universidade de São Paulo são obrigadas a seguir regulamentos específicos que recebem aprovação da Congregação?
0,"Quais critérios devem ser atendidos para submeter um projeto de orientação acadêmica de pós-graduação na Universidade de São Paulo, considerando a importância de um vínculo institucional por parte do proponente?"
1,"Qual é o número mínimo de artigos oriundos do projeto de doutorado que devem compor a tese em formato de coletânea na USP, e quais critérios de publicação esses artigos devem atender?"
1,Quais critérios são utilizados para avaliar estudantes nos testes de qualificação dos cursos de pós-graduação em Oncologia na Universidade de São Paulo?
0,Quais critérios devem ser atendidos para que alguém possa participar de um processo seletivo para a posição de professor catedrático temporário na Universidade de São Paulo?
1,"Qual é a finalidade do COI, estabelecido pela USP, no que diz respeito às instituições brasileiras?"
0,Quais são as fases do processo seletivo para o cargo de Professor Doutor na Universidade de São Paulo e como é distribuída a pontuação entre elas?
0,"Quais critérios devem ser atendidos para a admissão de professores temporários na USP, de acordo com a resolução mencionada?"
1,Quais são os padrões adotados para avaliar as propostas de pesquisa apresentadas por candidatos à pós-graduação no Departamento de Letras Modernas da USP durante o processo de seleção?
0,"Quais são as entidades que fazem parte da gestão central das Faculdades na Universidade de São Paulo, de acordo com o que está estipulado nas normas internas?"
0,Qual é o número máximo de créditos especiais que um estudante pode obter ao se envolver no Programa de Aperfeiçoamento do Ensino (PAE) ao longo de sua matrícula ativa na USP?
0,Quem gerencia o Campus Área Capital-Leste na USP?
0,Como é determinada a formação da Comissão de Graduação na Universidade de São Paulo e qual o processo para a escolha de seu Presidente e Vice-Presidente?
0,Qual é o método utilizado pela Comissão de Pós-Graduação para tomar suas decisões e como o Presidente atua quando há necessidade de decisões urgentes?
1,"Qual é o processo de seleção para os candidatos que se inscrevem nas vagas de Políticas de Ações Afirmativas na USP, após as vagas de Ampla Concorrência terem sido todas ocupadas?"
0,Qual é o papel da Comissão de Legislação e Recursos no que diz respeito à criação e alteração de posições acadêmicas na USP?
0,"Quais são as entidades responsáveis pela gestão geral no Instituto de Química da Universidade de São Paulo, de acordo com as diretrizes do seu estatuto?"
0,Em quais circunstâncias um funcionário da USP é requerido a devolver o auxílio financeiro fornecido pela universidade?
0,Qual é o processo de nomeação para os cargos de Diretor e Vice-Diretor na USP e qual documento rege essa nomeação?
0,Quais são os fatores considerados na análise de um projeto de pesquisa apresentado por um aspirante a um curso de pós-graduação na Universidade de São Paulo?
0,"Qual é o método utilizado para escolher o representante dos ex-alunos no Conselho da USP, e quais são os critérios para participar tanto como eleitor quanto como candidato?"
1,Quantas horas por semana um voluntário está autorizado a trabalhar na USP e quais são as exigências quanto ao horário de trabalho nesse contexto?
1,Quais entidades foram estabelecidas pela Universidade de São Paulo para dar suporte na implementação da LGPD e na definição das funções do DPO?
0,"Quais são os fatores considerados no processo de escolha de monitores na Universidade de São Paulo, de acordo com as normas vigentes?"
0,Com base em quais critérios a comissão avaliadora determina a qualidade do projeto de pesquisa apresentado por candidatos ao cargo de Professor Doutor na Universidade de São Paulo?
0,Sob quais circunstâncias um candidato aos cursos de pós-graduação da USP pode ser isento do teste de proficiência em línguas estrangeiras?
0,"Quais requisitos um estudante deve atender para se qualificar para as vagas reservadas sob as Políticas de Ações Afirmativas da USP, mais precisamente nas categorias de alunos oriundos de Escola Pública e de estudantes que se identificam como Pretos, Pardos e Indígenas?"
1,Quais critérios são utilizados para avaliar estudantes no teste de qualificação do curso de Oncologia na Universidade de São Paulo?
1,Quais são as responsabilidades atribuídas ao líder de um Departamento na USP de acordo com as normas internas?
1,"Qual é o número de membros titulares e seus suplentes eleitos dos cursos de Física para a Comissão de Graduação na USP, e qual é a distribuição desses representantes entre os departamentos FCM e FCI de acordo com a resolução mais recente?"
0,"Qual órgão ou pessoa é responsável pela aprovação dos regulamentos relativos à Biblioteca, ao Centro de Computação, à Oficina Mecânica Central e aos serviços administrativos no Instituto de Física da Universidade de São Paulo?"
1,Quais requisitos devem ser cumpridos por estudantes de pós-graduação e aspirantes a bolsistas para efetuar sua inscrição em um Programa oferecido pela USP?
0,Como podem ser agendadas as reuniões extraordinárias da Congregação na Universidade de São Paulo e quais são os responsáveis por essa convocação?
0,Qual órgão da USP tem a função de definir e garantir a implementação dos Projetos de Pesquisa e Inovação?
0,"Quais critérios devem ser seguidos para a submissão de Teses e Dissertações na Universidade de São Paulo, de acordo com as normas estabelecidas pelo seu Regimento de Pós-Graduação?"
0,"Quais são os requisitos para que um orientador pleno seja recredenciado na USP, de acordo com as regras da instituição?"
0,Por quanto tempo os professores eleitos servem na Comissão de Graduação da USP e podem ser reeleitos para o cargo?
1,Como a USP facilita a interação e a integração entre seus alunos e docentes de diversas áreas acadêmicas?
0,"Qual órgão ou entidade é responsável pela aprovação dos regulamentos referentes à Biblioteca, ao Centro de Computação, à Oficina Mecânica Central e aos serviços administrativos no Instituto de Física da Universidade de São Paulo?"
0,Quais documentos e informações um aluno precisa fornecer ao se inscrever para o Exame de Qualificação de Mestrado na Universidade de São Paulo?
1,Por quanto tempo um orientador pode permanecer credenciado na USP e qual é a quantidade máxima de estudantes que ele pode orientar simultaneamente?
1,"Para os novos residentes até 2024, qual foi o número de bolsas de residência médica em Otorrinolaringologia alocadas pelo Hospital de Reabilitação de Anomalias Craniofaciais da USP?"
0,Qual é o procedimento adotado para a gestão dos dados pessoais dos participantes do processo seletivo da FUVEST 2024?
0,Quem faz parte do Conselho Técnico Administrativo da Universidade de São Paulo e por quanto tempo cada membro serve antes de uma nova eleição ou recondução?
0,"Qual penalidade será aplicada a um funcionário da USP que falhar em cumprir as horas de trabalho semanais determinadas, exceto nos casos permitidos pelo estatuto?"
1,Quais são as condições necessárias para que estudantes de graduação possam se candidatar a representantes estudantis nos Conselhos de Inclusão e Pertencimento e de Pesquisa e Inovação na USP?
0,Quais critérios devem ser atendidos para que uma dissertação de mestrado apresentada como uma série de artigos seja aceita na USP?
